Street #,Street,Street Type,Quad,Ward,SSL1,SSL2,SSLFULL,GGStatus
1844,KENDALL ,ST ,NE ,5,4048,808,4048    0808,5
421,KENNEDY ,ST ,NE ,5,3761,31,3761    0031,5
1742,L ,ST ,NE ,5,4470,108,4470    0108,5
1745,L ,ST ,NE ,5,4474,100,4474    0100,5
1800,L ,ST ,NE ,5,4470,100,4470    0100,5
1822,L ,ST ,NE ,5,4470,89,4470    0089,5
1829,L ,ST ,NE ,5,4474,117,4474    0117,5
1636,LANG ,PL ,NE ,5,4472,121,4472    0121,5
1520,LEVIS ,ST ,NE ,5,4076,810,4076    0810,5
1532,LEVIS ,ST ,NE ,5,4076,806,4076    0806,5
1714,LYMAN ,PL ,NE ,5,4471,198,4471    0198,5
1716,LYMAN ,PL ,NE ,5,4471,197,4471    0197,5
1776,LYMAN ,PL ,NE ,5,4471,288,4471    0288,5
1701,M ,ST ,NE ,5,4471,153,4471    0153,5
2005,M ,ST ,NE ,5,4469,88,4469    0088,5
2009,M ,ST ,NE ,5,4469,89,4469    0089,5
2013,M ,ST ,NE ,5,4469,90,4469    0090,5
1270,MEIGS ,PL ,NE ,5,4055,135,4055    0135,5
2930,MILLS ,AVE ,NE ,5,4217,803,4217    0803,5
901,MONROE ,ST ,NE ,5,3829,23,3829    0023,5
1613,MONROE ,ST ,NE ,5,4145,6,4145    0006,5
1224,MONTELLO ,AVE ,NE ,5,4065,101,4065    0101,5
1304,MONTELLO ,AVE ,NE ,5,4064,87,4064    0087,5
1325,MONTELLO ,AVE ,NE ,5,4063,800,4063    0800,5
1430,MONTELLO ,AVE ,NE ,5,4059,272,4059    0272,5
1601,MONTELLO ,AVE ,NE ,5,4057,209,4057    0209,5
1654,MONTELLO ,AVE ,NE ,5,4054,19,4054    0019,5
1728,MONTELLO ,AVE ,NE ,5,4053,16,4053    0016,5
1744,MONTELLO ,AVE ,NE ,5,4053,18,4053    0018,5
1286,MORSE ,ST ,NE ,5,4066,57,4066    0057,5
1404,MORSE ,ST ,NE ,5,4072,79,4072    0079,5
966,MOUNT OLIVET ,RD ,NE ,5,4039,808,4039    0808,5
2815,MYRTLE ,AVE ,NE ,5,4319,808,4319    0808,5
1122,NEAL ,ST ,NE ,5,4064,63,4064    0063,5
1617,NEW JERSEY ,AVE ,NW ,5,0509E ,73,0509E   0073,5
55,NEW YORK ,AVE ,NW ,5,618,41,0618    0041,5
2115,NEW YORK ,AVE ,NE ,5,4268,804,4268    0804,5
1508,NORTH CAPITOL ,ST ,NW ,5,615,210,0615    0210,5
1631,NORTH CAPITOL ,ST ,NE ,5,3514,3,3514    0003,5
1714,NORTH CAPITOL ,ST ,NW ,5,3102,70,3102    0070,5
1724,NORTH CAPITOL ,ST ,NW ,5,3105,72,3105    0072,5
2322,NORTH CAPITOL ,ST ,NW ,5,3124,144,3124    0144,5
66,O ,ST ,NW ,5,617,211,0617    0211,5
1115,OATES ,ST ,NE ,5,4064,105,4064    0105,5
1151,OATES ,ST ,NE ,5,4064,804,4064    0804,5
1210,OATES ,ST ,NE ,5,4060,80,4060    0080,5
1113,OWEN ,PL ,NE ,5,4059,187,4059    0187,5
1276,OWEN ,PL ,NE ,5,4060,83,4060    0083,5
72,P ,ST ,NW ,5,616,829,0616    0829,5
210,P ,ST ,NW ,5,553,820,0553    0820,5
1268,PENN ,ST ,NE ,5,4057,133,4057    0133,5
1281,PENN ,ST ,NE ,5,4060,240,4060    0240,5
1258,PERRY ,ST ,NE ,5,3925,2,3925    0002,5
2414,PERRY ,ST ,NE ,5,4296,3,4296    0003,5
3004,PERRY ,ST ,NE ,5,PAR 01670044,,PAR 01670044  0000,5
3052,PINEVIEW ,CT ,NE ,5,4325,2471,4325    2471,5
19,Q ,ST ,NW ,5,614,51,0614    0051,5
31,Q ,ST ,NW ,5,614,57,0614    0057,5
1103,QUEEN ,ST ,NE ,5,4058,78,4058    0078,5
1518,QUEEN ,ST ,NE ,5,4076,239,4076    0239,5
15,QUINCY ,PL ,NE ,5,3520,92,3520    0092,5
52,QUINCY ,PL ,NE ,5,3521,70,3521    0070,5
124,R ,ST ,NE ,5,3523,18,3523    0018,5
225,R ,ST ,NW ,5,550,32,0550    0032,5
2144,R ,ST ,NE ,5,4410,96,4410    0096,5
2217,RAND ,PL ,NE ,5,4409,141,4409    0141,5
38,RANDOLPH ,PL ,NW ,5,3102,82,3102    0082,5
67,RANDOLPH ,PL ,NW ,5,3105,113,3105    0113,5
76,RANDOLPH ,PL ,NW ,5,3102,16,3102    0016,5
45,RHODE ISLAND ,AVE ,NE ,5,3534,800,3534    0800,5
107,RHODE ISLAND ,AVE ,NW ,5,3113,100,3113    0100,5
1230,RHODE ISLAND ,AVE ,NE ,5,3937,47,3937    0047,5
1515,RHODE ISLAND ,AVE ,NE ,5,4131,47,4131    0047,5
2900,RHODE ISLAND ,AVE ,NE ,5,4311,17,4311    0017,5
2911,RHODE ISLAND ,AVE ,NE ,5,4310,807,4310    0807,5
5016,ROCK CREEK CHURCH ,RD ,NE ,5,PAR 01240117,,PAR 01240117  0000,5
7,S ,ST ,NW ,5,3106,62,3106    0062,5
5051,SARGENT ,RD ,NE ,5,3910,49,3910    0049,5
222,SEATON ,PL ,NE ,5,3568,32,3568    0032,5
1916,SHEPHERD ,ST ,NE ,5,4193,42,4193    0042,5
1250,SIMMS ,PL ,NE ,5,4052,133,4052    0133,5
1262,SIMMS ,PL ,NE ,5,4052,130,4052    0130,5
4005,SOUTH DAKOTA ,AVE ,NE ,5,4195,3,4195    0003,5
4549,SOUTH DAKOTA ,AVE ,NE ,5,3977,31,3977    0031,5
1319,STAPLES ,ST ,NE ,5,4062,76,4062    0076,5
1940,SUMMIT ,PL ,NE ,5,3533,166,3533    0166,5
1941,SUMMIT ,PL ,NE ,5,3533,108,3533    0108,5
3406,SUMMIT ,CT ,NE ,5,4325,2303,4325    2303,5
28,T ,ST ,NE ,5,3509S ,38,3509S   0038,5
208,T ,ST ,NE ,5,3565,45,3565    0045,5
3052,THAYER ,ST ,NE ,5,4250,808,4250    0808,5
145,TODD ,PL ,NE ,5,3531,36,3531    0036,5
1219,TRINIDAD ,AVE ,NE ,5,4067,92,4067    0092,5
1608,TRINIDAD ,AVE ,NE ,5,4055,171,4055    0171,5
1626,TRINIDAD ,AVE ,NE ,5,4055,835,4055    0835,5
1660,TRINIDAD ,AVE ,NE ,5,4055,190,4055    0190,5
1701,TRINIDAD ,AVE ,NE ,5,4082,32,4082    0032,5
132,U ,ST ,NE ,5,3535,74,3535    0074,5
158,U ,ST ,NE ,5,3535E ,67,3535E   0067,5
158,U ,ST ,NE ,5,3535E ,67,3535E   0067,5
140,UHLAND ,TER ,NE ,5,3535E ,118,3535E   0118,5
1023,VARNUM ,ST ,NE ,5,3891,101,3891    0101,5
1658,VARNUM ,PL ,NE ,5,4167,63,4167    0063,5
3202,VISTA ,ST ,NE ,5,4321,803,4321    0803,5
1366,W ,ST ,NE ,5,3950,56,3950    0056,5
109,WEBSTER ,ST ,NE ,5,3668,112,3668    0112,5
1201,WEST VIRGINIA ,AVE ,NE ,5,4065,105,4065    0105,5
1315,WEST VIRGINIA ,AVE ,NE ,5,4064,119,4064    0119,5
1329,WEST VIRGINIA ,AVE ,NE ,5,4064,126,4064    0126,5
1717,WEST VIRGINIA ,AVE ,NE ,5,4053,47,4053    0047,5
226,10TH ,ST ,SE ,6,969,57,0969    0057,5
705,10TH ,ST ,NE ,6,959,39,0959    0039,5
819,10TH ,ST ,NE ,6,958,805,0958    0805,5
1510,10TH ,ST ,NW ,6,337,814,0337    0814,5
114,11TH ,PL ,NE ,6,965,52,0965    0052,5
220,12TH ,PL ,NE ,6,1010,79,1010    0079,5
431,12TH ,ST ,SE ,6,992,44,0992    0044,5
923,12TH ,ST ,NE ,6,1002,113,1002    0113,5
927,12TH ,ST ,NE ,6,1002,111,1002    0111,5
929,12TH ,ST ,NE ,6,1002,110,1002    0110,5
931,12TH ,ST ,NE ,6,1002,109,1002    0109,5
933,12TH ,ST ,NE ,6,1002,108,1002    0108,5
125,13TH ,ST ,NE ,6,1034,62,1034    0062,5
125,13TH ,ST ,NE ,6,1034,62,1034    0062,5
750,13TH ,ST ,SE ,6,1045,804,1045    0804,5
220,14TH ,ST ,NE ,6,1033,132,1033    0132,5
311,14TH ,PL ,NE ,6,1054,121,1054    0121,5
254,15TH ,ST ,SE ,6,1073,22,1073    0022,5
638,15TH ,ST ,NE ,6,1051,806,1051    0806,5
312,16TH ,ST ,NE ,6,4564,114,4564    0114,5
517,16TH ,ST ,NE ,6,4538,144,4538    0144,5
27,17TH ,ST ,SE ,6,1085,808,1085    0808,5
211,17TH ,ST ,NE ,6,1093,60,1093    0060,5
129,18TH ,ST ,SE ,6,1097,126,1097    0126,5
312,18TH ,ST ,NE ,6,4561,826,4561    0826,5
323,18TH ,ST ,NE ,6,4560,97,4560    0097,5
323,18TH ,ST ,NE ,6,4560,97,4560    0097,5
337,18TH ,PL ,NE ,6,4560,180,4560    0180,5
426,18TH ,ST ,NE ,6,4546,160,4546    0160,5
320,19TH ,ST ,NE ,6,4560,197,4560    0197,5
434,19TH ,ST ,NE ,6,4547,90,4547    0090,5
604,19TH ,ST ,NE ,6,4530,77,4530    0077,5
700,19TH ,ST ,NE ,6,4513,50,4513    0050,5
510,1ST ,ST ,SE ,6,736,96,0736    0096,5
209,20TH ,ST ,NE ,6,1125,26,1125    0026,5
1542,2ND ,ST ,SW ,6,601,34,0601    0034,5
728,4TH ,ST ,NE ,6,777,36,0777    0036,5
919,4TH ,ST ,NE ,6,807,808,0807    0808,5
1019,4TH ,ST ,NE ,6,806,18,0806    0018,5
923,5TH ,ST ,NW ,6,516,827,0516    0827,5
924,5TH ,ST ,NW ,6,484,818,0484    0818,5
925,5TH ,ST ,NW ,6,516,828,0516    0828,5
1414,5TH ,ST ,NW ,6,479,809,0479    0809,5
1601,5TH ,ST ,NW ,6,509,189,0509    0189,5
521,6TH ,ST ,SE ,6,846,821,0846    0821,5
620,6TH ,ST ,NE ,6,834,70,0834    0070,5
1111,6TH ,ST ,NE ,6,855,801,0855    0801,5
1602,6TH ,ST ,NW ,6,444,163,0444    0163,5
1602,6TH ,ST ,NW ,6,444,163,0444    0163,5
807,7TH ,ST ,NE ,6,889,16,0889    0016,5
1509,7TH ,ST ,NW ,6,445,192,0445    0192,5
1547,7TH ,ST ,NW ,6,445,197,0445    0197,5
35,8TH ,ST ,NE ,6,919,19,0919    0019,5
1112,8TH ,ST ,NE ,6,886,64,0886    0064,5
232,9TH ,ST ,SE ,6,944,8,0944    0008,5
539,9TH ,ST ,SE ,6,926,50,0926    0050,5
1526,9TH ,ST ,NW ,6,365,825,0365    0825,5
1528,9TH ,ST ,NW ,6,365,824,0365    0824,5
1532,9TH ,ST ,NW ,6,365,822,0365    0822,5
1534,9TH ,ST ,NW ,6,365,821,0365    0821,5
1536,9TH ,ST ,NW ,6,365,820,0365    0820,5
1541,9TH ,ST ,NW ,6,397,23,0397    0023,5
614,A ,ST ,SE ,6,869,58,0869    0058,5
716,A ,ST ,NE ,6,896,810,0896    0810,5
1425,A ,ST ,SE ,6,1059,816,1059    0816,5
1523,A ,ST ,SE ,6,1072,816,1072    0816,5
1613,A ,ST ,NE ,6,1084,800,1084    0800,5
1618,A ,ST ,SE ,6,1085,816,1085    0816,5
1751,A ,ST ,SE ,6,1097,63,1097    0063,5
1168,ABBEY ,PL ,NE ,6,773,213,0773    0213,5
1831,BURKE ,ST ,SE ,6,1112,135,1112    0135,5
113,C ,ST ,SE ,6,733,833,0733    0833,5
1420,C ,ST ,SE ,6,1060,820,1060    0820,5
1818,C ,ST ,SE ,6,1112,151,1112    0151,5
1402,CARROLLSBURG ,PL ,SW ,6,655,111,0655    0111,5
1421,CARROLLSBURG ,PL ,SW ,6,655,106,0655    0106,5
117,D ,ST ,NW ,6,571,8,0571    0008,5
1219,D ,ST ,NE ,6,1009,79,1009    0079,5
1707,D ,ST ,NE ,6,4561,217,4561    0217,5
159,DUDDINGTON ,PL ,SE ,6,736,62,0736    0062,5
1427,DUNCAN ,ST ,NE ,6,1053,40,1053    0040,5
1120,E ,ST ,SE ,6,992,55,0992    0055,5
1417,F ,ST ,NE ,6,1052,30,1052    0030,5
1727,F ,ST ,NE ,6,4537,66,4537    0066,5
1737,F ,ST ,NE ,6,4537,71,4537    0071,5
719,FLORIDA ,AVE ,NE ,6,886,51,0886    0051,5
1215,FLORIDA ,AVE ,NE ,6,1002,85,1002    0085,5
1217,FLORIDA ,AVE ,NE ,6,1002,86,1002    0086,5
1373,FLORIDA ,AVE ,NE ,6,1026,131,1026    0131,5
1241,G ,ST ,NE ,6,1005,39,1005    0039,5
1514,GALES ,ST ,NE ,6,4509,103,4509    0103,5
315,H ,ST ,NW ,6,528,7,0528    0007,5
413,H ,ST ,NE ,6,809,812,0809    0812,5
916,H ,ST ,NE ,6,933,801,0933    0801,5
1250,H ,ST ,NE ,6,1003,801,1003    0801,5
1253,H ,ST ,NE ,6,1004,809,1004    0809,5
1309,H ,ST ,NE ,6,1027,88,1027    0088,5
1350,H ,ST ,NE ,6,1026,138,1026    0138,5
1362,H ,ST ,NE ,6,1026,69,1026    0069,5
1380,H ,ST ,NE ,6,1026,160,1026    0160,5
1381,H ,ST ,NE ,6,1027,835,1027    0835,5
419,INDEPENDENCE ,AVE ,SE ,6,819,815,0819    0815,5
1829,INDEPENDENCE ,AVE ,SE ,6,1112,41,1112    0041,5
203,K ,ST ,NE ,6,750,157,0750    0157,5
329,K ,ST ,NE ,6,775,813,0775    0813,5
410,K ,ST ,NE ,6,806,818,0806    0818,5
715,K ,ST ,NE ,6,888,29,0888    0029,5
922,K ,ST ,NE ,6,931,1,0931    0001,5
1245,K ,ST ,SE ,6,1023,62,1023    0062,5
1257,K ,ST ,SE ,6,1023,117,1023    0117,5
803,KENTUCKY ,AVE ,SE ,6,1077,805,1077    0805,5
1212,KIRBY ,ST ,NW ,6,555,139,0555    0139,5
1224,KIRBY ,ST ,NW ,6,555,133,0555    0133,5
633,L ,ST ,NE ,6,856,168,0856    0168,5
638,L ,ST ,NW ,6,450,811,0450    0811,5
1203,LINDEN ,PL ,NE ,6,1004,324,1004    0324,5
318,M ,ST ,NW ,6,524,801,0524    0801,5
428,M ,ST ,NW ,6,514,837,0514    0837,5
612,M ,ST ,NE ,6,0855N ,8,0855N   0008,5
321,MARYLAND ,AVE ,NE ,6,784,814,0784    0814,5
1317,MASSACHUSETTS ,AVE ,SE ,6,1037,80,1037    0080,5
1610,MASSACHUSETTS ,AVE ,SE ,6,1087,81,1087    0081,5
220,N ,ST ,NW ,6,555,114,0555    0114,5
1000,NEW JERSEY ,AVE ,SE ,6,741,816,0741    0816,5
1207,NEW JERSEY ,AVE ,NW ,6,555,810,0555    0810,5
1234,NEW JERSEY ,AVE ,NW ,6,523,871,0523    0871,5
1722,NEW JERSEY ,AVE ,NW ,6,508,35,0508    0035,5
207,NEW YORK ,AVE ,NW ,6,555,159,0555    0159,5
1520,NORTH CAROLINA ,AVE ,NE ,6,1068,818,1068    0818,5
509,O ,ST ,NW ,6,479,2001,0479    2001,5
639,PENNSYLVANIA ,AVE ,SE ,6,874,51,0874    0051,5
1443,PENNSYLVANIA ,AVE ,SE ,6,1065,818,1065    0818,5
816,POTOMAC ,AVE ,SE ,6,930,17,0930    0017,5
1616,POTOMAC ,AVE ,SE ,6,1091,36,1091    0036,5
919,R ,ST ,NW ,6,363,10,0363    0010,5
437,RIDGE ,RD ,NW ,6,513,911,0513    0911,5
1309,SOUTH CAPITOL ,ST ,SW ,6,653,68,0653    0068,5
253,TENNESSEE ,AVE ,NE ,6,1033,71,1033    0071,5
243,WARREN ,ST ,NE ,6,1033,46,1033    0046,5
1803,WILTBERGER ,ST ,NW ,6,441,83,0441    0083,5
434,20TH ,ST ,NE ,7,4549,93,4549    0093,5
518,23RD ,PL ,NE ,7,4516,110,4516    0110,5
552,23RD ,PL ,NE ,7,4516,93,4516    0093,5
558,23RD ,PL ,NE ,7,4516,90,4516    0090,5
528,24TH ,ST ,NE ,7,4516,59,4516    0059,5
536,25TH ,PL ,NE ,7,4517,57,4517    0057,5
1610,29TH ,ST ,SE ,7,5584,810,5584    0810,5
1619,30TH ,ST ,SE ,7,5584,28,5584    0028,5
1700,30TH ,ST ,SE ,7,5662,148,5662    0148,5
2221,30TH ,ST ,SE ,7,5641,27,5641    0027,5
714,32ND ,ST ,SE ,7,5485,802,5485    0802,5
205,33RD ,ST ,NE ,7,5001S ,66,5001S   0066,5
242,33RD ,ST ,NE ,7,5001W ,12,5001W   0012,5
2525,33RD ,ST ,SE ,7,5690,803,5690    0803,5
2612,33RD ,ST ,SE ,7,5699,6,5699    0006,5
208,34TH ,ST ,NE ,7,5001S ,32,5001S   0032,5
306,34TH ,ST ,NE ,7,5002,40,5002    0040,5
328,34TH ,PL ,NE ,7,5018,158,5018    0158,5
26,35TH ,ST ,NE ,7,5046W ,42,5046W   0042,5
148,35TH ,ST ,NE ,7,5046W ,808,5046W   0808,5
152,35TH ,ST ,NE ,7,5046W ,7,5046W   0007,5
192,35TH ,ST ,NE ,7,5046W ,75,5046W   0075,5
206,35TH ,ST ,NE ,7,5046W ,68,5046W   0068,5
204,36TH ,ST ,NE ,7,5045,14,5045    0014,5
208,36TH ,ST ,NE ,7,5045,13,5045    0013,5
2035,36TH ,ST ,SE ,7,5669,29,5669    0029,5
1670,40TH ,ST ,SE ,7,5523,51,5523    0051,5
1740,40TH ,ST ,SE ,7,5523,31,5523    0031,5
1830,41ST ,PL ,SE ,7,5371,13,5371    0013,5
1540,42ND ,ST ,SE ,7,5368,5,5368    0005,5
811,44TH ,ST ,NE ,7,5127,6,5127    0006,5
1021,44TH ,ST ,NE ,7,5125,852,5125    0852,5
1101,44TH ,PL ,SE ,7,5361,202,5361    0202,5
1307,44TH ,PL ,SE ,7,5365,834,5365    0834,5
529,45TH ,ST ,NE ,7,5132,141,5132    0141,5
915,45TH ,PL ,NE ,7,5126,29,5126    0029,5
1130,45TH ,PL ,SE ,7,5361,822,5361    0822,5
55,46TH ,ST ,NE ,7,5138,54,5138    0054,5
707,46TH ,ST ,SE ,7,5360,202,5360    0202,5
810,46TH ,ST ,NE ,7,5127,808,5127    0808,5
817,46TH ,ST ,NE ,7,5150,806,5150    0806,5
817,46TH ,ST ,NE ,7,5150,806,5150    0806,5
820,46TH ,ST ,NE ,7,5127,821,5127    0821,5
822,46TH ,ST ,NE ,7,5127,822,5127    0822,5
823,46TH ,ST ,NE ,7,5150,92,5150    0092,5
826,46TH ,ST ,NE ,7,5127,86,5127    0086,5
1122,46TH ,ST ,NE ,7,5155,157,5155    0157,5
1127,46TH ,ST ,SE ,7,5361,832,5361    0832,5
1211,46TH ,ST ,SE ,7,5364,850,5364    0850,5
127,47TH ,ST ,NE ,7,5140,50,5140    0050,5
213,47TH ,ST ,NE ,7,5141,73,5141    0073,5
301,47TH ,ST ,NE ,7,5142,93,5142    0093,5
528,47TH ,ST ,NE ,7,5132,146,5132    0146,5
919,47TH ,ST ,NE ,7,5151,119,5151    0119,5
1060,47TH ,ST ,NE ,7,5155,139,5155    0139,5
1220,47TH ,PL ,NE ,7,5160,812,5160    0812,5
804,48TH ,PL ,NE ,7,5149,135,5149    0135,5
316,49TH ,ST ,NE ,7,5142,811,5142    0811,5
846,49TH ,ST ,NE ,7,5149,804,5149    0804,5
1010,49TH ,ST ,NE ,7,5153,108,5153    0108,5
1022,49TH ,PL ,NE ,7,5175,94,5175    0094,5
101,50TH ,ST ,SE ,7,5332,33,5332    0033,5
737,50TH ,ST ,NE ,7,5179,86,5179    0086,5
834,50TH ,PL ,NE ,7,5177W ,15,5177W   0015,5
1014,50TH ,ST ,NE ,7,5175,85,5175    0085,5
302,51ST ,ST ,SE ,7,5312,34,5312    0034,5
730,51ST ,ST ,NE ,7,5197,61,5197    0061,5
744,51ST ,ST ,SE ,7,5341E ,20,5341E   0020,5
826,51ST ,ST ,NE ,7,5177,184,5177    0184,5
849,51ST ,ST ,NE ,7,5198W ,32,5198W   0032,5
853,51ST ,ST ,SE ,7,5340,23,5340    0023,5
1103,51ST ,PL ,NE ,7,5201,6,5201    0006,5
824,52ND ,ST ,NE ,7,5198W ,67,5198W   0067,5
857,52ND ,ST ,NE ,7,5198,175,5198    0175,5
28,53RD ,ST ,SE ,7,5284,102,5284    0102,5
38,53RD ,ST ,SE ,7,5284,97,5284    0097,5
40,53RD ,PL ,SE ,7,5284,871,5284    0871,5
64,54TH ,ST ,SE ,7,5285,193,5285    0193,5
81,54TH ,ST ,SE ,7,5284,199,5284    0199,5
243,54TH ,ST ,SE ,7,5303,34,5303    0034,5
65,55TH ,ST ,SE ,7,5285,227,5285    0227,5
71,55TH ,ST ,SE ,7,5285,229,5285    0229,5
104,55TH ,ST ,NE ,7,5243,145,5243    0145,5
243,55TH ,ST ,NE ,7,5250,126,5250    0126,5
515,55TH ,ST ,NE ,7,5225,802,5225    0802,5
121,56TH ,PL ,SE ,7,5282,69,5282    0069,5
126,56TH ,ST ,SE ,7,5282,61,5282    0061,5
220,56TH ,ST ,NE ,7,5250,149,5250    0149,5
262,56TH ,PL ,NE ,7,5249,139,5249    0139,5
307,56TH ,ST ,NE ,7,5249,105,5249    0105,5
702,56TH ,PL ,NE ,7,5214,66,5214    0066,5
84,57TH ,PL ,SE ,7,5280,68,5280    0068,5
214,57TH ,ST ,NE ,7,5248,97,5248    0097,5
239,57TH ,ST ,NE ,7,5247,44,5247    0044,5
417,57TH ,ST ,NE ,7,5228,13,5228    0013,5
420,57TH ,ST ,NE ,7,5229,50,5229    0050,5
714,57TH ,PL ,NE ,7,5214,116,5214    0116,5
36,58TH ,ST ,SE ,7,5279,40,5279    0040,5
323,58TH ,ST ,NE ,7,5264,58,5264    0058,5
529,59TH ,ST ,NE ,7,5258,46,5258    0046,5
413,60TH ,ST ,NE ,7,5261,803,5261    0803,5
428,60TH ,ST ,NE ,7,5262,816,5262    0816,5
332,62ND ,ST ,NE ,7,5267,806,5267    0806,5
305,63RD ,ST ,NE ,7,5269,38,5269    0038,5
4430,A ,ST ,SE ,7,5350,850,5350    0850,5
4635,A ,ST ,SE ,7,5349S ,68,5349S   0068,5
4638,A ,ST ,SE ,7,5349,41,5349    0041,5
4921,A ,ST ,SE ,7,5332,34,5332    0034,5
5040,A ,ST ,SE ,7,5328,26,5328    0026,5
3925,ALABAMA ,AVE ,SE ,7,5518,49,5518    0049,5
3346,ALDEN ,PL ,NE ,7,5000,66,5000    0066,5
5349,AMES ,ST ,NE ,7,5243,53,5243    0053,5
5354,AMES ,ST ,NE ,7,5243,68,5243    0068,5
5343,ASTOR ,PL ,SE ,7,5305,71,5305    0071,5
5343,ASTOR ,PL ,SE ,7,5305,71,5305    0071,5
4807,B ,ST ,SE ,7,5347,21,5347    0021,5
4808,B ,ST ,SE ,7,5349S ,23,5349S   0023,5
5318,B ,ST ,SE ,7,5305,99,5305    0099,5
5426,B ,ST ,SE ,7,5290,77,5290    0077,5
5449,B ,ST ,SE ,7,5291,78,5291    0078,5
5621,B ,ST ,SE ,7,5291,101,5291    0101,5
3421,BAKER ,ST ,NE ,7,5019S ,19,5019S   0019,5
5217,BANKS ,PL ,NE ,7,5240,55,5240    0055,5
6126,BANKS ,PL ,NE ,7,5271,27,5271    0027,5
4707,BASS ,PL ,SE ,7,5345,15,5345    0015,5
2031,BENNING ,RD ,NE ,7,4515,819,4515    0819,5
5019,BENNING ,RD ,SE ,7,5362,205,5362    0205,5
5041,BENNING ,RD ,SE ,7,5362,185,5362    0185,5
3349,BLAINE ,ST ,NE ,7,5000,19,5000    0019,5
3349,BLAINE ,ST ,NE ,7,5000,19,5000    0019,5
3356,BLAINE ,ST ,NE ,7,5001S ,42,5001S   0042,5
3917,BLAINE ,ST ,NE ,7,5049,806,5049    0806,5
4614,BROOKS ,ST ,NE ,7,5134,9,5134    0009,5
4704,BROOKS ,ST ,NE ,7,5141,83,5141    0083,5
489,BURBANK ,ST ,SE ,7,5398,78,5398    0078,5
343,BURNS ,ST ,SE ,7,5401,37,5401    0037,5
605,BURNS ,ST ,SE ,7,5391E ,14,5391E   0014,5
824,BURNS ,ST ,SE ,7,5389,109,5389    0109,5
930,BURNS ,ST ,SE ,7,5382,831,5382    0831,5
3948,BURNS ,PL ,SE ,7,5402,102,5402    0102,5
4477,C ,ST ,SE ,7,5352,36,5352    0036,5
5032,C ,ST ,SE ,7,5324,24,5324    0024,5
5105,C ,ST ,SE ,7,5312,2,5312    0002,5
5221,C ,ST ,SE ,7,5312,14,5312    0014,5
5425,C ,ST ,SE ,7,5293,40,5293    0040,5
5509,C ,ST ,SE ,7,5293,14,5293    0014,5
3608,CARPENTER ,ST ,SE ,7,5534,3,5534    0003,5
5500,CENTRAL ,AVE ,SE ,7,5282,29,5282    0029,5
5519,CENTRAL ,AVE ,SE ,7,5290,115,5290    0115,5
638,CHAPLIN ,ST ,SE ,7,5393,33,5393    0033,5
656,CHAPLIN ,ST ,SE ,7,5393,27,5393    0027,5
4316,CHAPLIN ,ST ,SE ,7,5394,64,5394    0064,5
4346,CHAPLIN ,ST ,SE ,7,5394,54,5394    0054,5
4013,CLAY ,PL ,NE ,7,5083,145,5083    0145,5
4231,CLAY ,ST ,NE ,7,5088,45,5088    0045,5
4402,CLAY ,ST ,NE ,7,5135,64,5135    0064,5
4518,CLAY ,ST ,NE ,7,5134,98,5134    0098,5
4706,CLAY ,ST ,NE ,7,5142,805,5142    0805,5
5207,CLAY ,ST ,NE ,7,5239,22,5239    0022,5
5210,CLAY ,ST ,NE ,7,5238,8,5238    0008,5
5643,CLAY ,PL ,NE ,7,5248,105,5248    0105,5
6018,CLAY ,ST ,NE ,7,5266,3,5266    0003,5
5216,CLOUD ,PL ,NE ,7,5235,41,5235    0041,5
3325,CROFFUT ,PL ,SE ,7,5427,71,5427    0071,5
3351,CROFFUT ,PL ,SE ,7,5427,84,5427    0084,5
1914,D ,ST ,NE ,7,4549,59,4549    0059,5
2012,D ,ST ,NE ,7,4550,2001,4550    2001,5
4001,D ,ST ,SE ,7,5397,64,5397    0064,5
611,DIVISION ,AVE ,NE ,7,5220,13,5220    0013,5
4239,DIX ,ST ,NE ,7,5088,114,5088    0114,5
4248,DIX ,ST ,NE ,7,5089,8,5089    0008,5
5703,DIX ,ST ,NE ,7,5253,813,5253    0813,5
6211,DIX ,ST ,NE ,7,5268,45,5268    0045,5
3214,DUBOIS ,PL ,SE ,7,5429,20,5429    0020,5
3321,DUBOIS ,PL ,SE ,7,5431,68,5431    0068,5
4331,DUBOIS ,PL ,SE ,7,5399,94,5399    0094,5
2004,E ,ST ,NE ,7,4526,66,4526    0066,5
3326,E ,ST ,SE ,7,5445,800,5445    0800,5
4315,E ,ST ,SE ,7,5394,70,5394    0070,5
4322,E ,ST ,SE ,7,5395,4,5395    0004,5
3413,EADS ,ST ,NE ,7,5017,104,5017    0104,5
3445,EADS ,ST ,NE ,7,5017,120,5017    0120,5
4211,EADS ,ST ,NE ,7,5089,34,5089    0034,5
4531,EADS ,PL ,NE ,7,5133,160,5133    0160,5
4534,EADS ,ST ,NE ,7,5133,117,5133    0117,5
4710,EADS ,ST ,NE ,7,5144,11,5144    0011,5
5609,EADS ,ST ,NE ,7,5229,38,5229    0038,5
5907,EADS ,ST ,NE ,7,5262,823,5262    0823,5
3936,EAST CAPITOL ,ST ,NE ,7,5049,79,5049    0079,5
5033,EAST CAPITOL ,ST ,SE ,7,5286,890,5286    0890,5
5348,EAST CAPITOL ,ST ,NE ,7,5243,8,5243    0008,5
5354,EAST CAPITOL ,ST ,NE ,7,5243,5,5243    0005,5
